class,TFRC,CD26,MIG6,GAPDH,INPP4B,FOXM1,NF2,ACVRL1,IGFBP2,X4EBP1
2,0.0028398,-0.061727,0.11145,-1.9181,0.15137,-0.39462,0.55193,-0.15517,1.0492,-0.16875
2,2.6683,-0.017399,-0.14675,1.781,-0.64058,0.41525,0.48318,-0.070605,2.1312,1.9985
2,0.0094205,-0.28045,0.0061422,-1.7336,0.6436,-0.50144,0.83708,-0.05686,-1.4664,-0.41191
2,0.94468,-0.33443,-0.15298,-0.68152,-0.52094,0.30549,0.10754,-0.31416,-0.69479,-0.1172
2,-0.53819,-0.2657,-0.14649,-5.4479,0.17057,-0.78011,-0.14663,-0.18133,-0.13382,-1.1552
2,1.0106,-0.49091,-0.11978,-1.5783,-0.38399,0.70188,0.057262,-0.31792,0.91692,0.26922
2,1.3607,-0.39638,-0.3035,1.1484,-0.39687,0.41344,1.0726,-0.39316,1.6667,0.81181
2,3.8901,-0.48761,-0.18796,-1.2496,-0.66152,0.65467,0.17796,-0.46643,1.7869,0.23225
2,0.0058871,-0.5636,0.063455,0.95766,0.44482,-0.44361,-0.26583,-0.0092685,1.9561,0.81868
2,0.14577,-0.4966,-0.3273,-2.9088,-0.046655,-0.31403,0.18927,-0.21484,-0.42653,-0.31283
2,2.2534,-0.51241,-0.24648,-0.6559,-0.58469,-0.051778,0.10564,-0.47261,-0.75616,-0.50978
2,1.7647,-0.43846,-0.33073,-0.9721,-0.77926,-0.10851,-0.45095,-0.26205,2.3415,0.69555
2,1.3909,-0.043768,-0.18409,1.3768,-1.0613,-0.47358,1.2765,-0.21164,1.6218,0.063431
2,2.1315,-0.23977,0.0091384,0.10912,0.13071,-0.2248,0.48505,-0.10361,-1.3095,0.25636
2,-0.34163,-0.1969,-0.038687,-2.9084,-0.25422,-0.48717,0.011984,-0.021989,-0.59877,-0.29398
2,2.481,-0.50464,-0.12009,1.6918,-0.57972,0.43424,0.3439,-0.40434,2.8724,0.29265
2,1.8878,-0.37801,-0.60253,1.0382,-0.33012,-0.37689,1.3463,-0.63405,2.4096,1.5451
2,0.59018,-0.57081,-0.11924,-2.6726,-0.3221,-0.11185,0.83543,-0.26636,-1.3367,0.032841
2,0.16982,-0.19126,-0.10261,1.099,-0.68644,0.36375,-0.074129,-0.21869,1.4581,0.25425
2,1.707,-0.42437,-0.28215,-1.3458,-0.41966,0.32488,0.47446,-0.35216,1.2402,0.095096
2,1.0019,-0.35479,-0.2756,-1.2564,0.014266,-0.36143,0.77006,-0.31303,-0.5111,0.21252
2,1.5001,-0.31466,-0.13149,-1.4527,-0.57445,0.29085,-0.17289,-0.18487,2.0072,0.59166
2,1.6636,-0.15506,-0.15252,0.50622,0.36961,0.78143,0.21524,-0.20726,0.77206,-0.35171
2,1.1494,-0.53545,-0.19456,0.45332,-0.9717,-0.38439,0.3043,-0.43788,2.8242,0.8914
2,0.71527,-0.42349,-0.17733,-1.0051,0.19781,-0.16535,0.23564,-0.2615,0.26557,1.106
2,0.42426,-0.25628,0.019368,0.78515,-0.71562,-0.2693,0.60274,-0.23916,1.2376,0.048312
2,0.79219,-0.473,-0.080581,-1.7684,0.025742,0.27284,0.60951,-0.2236,-0.85696,-0.32932
2,1.4363,-0.49339,-0.19958,-0.32231,-0.56518,0.27393,0.57482,-0.36978,2.2247,-0.050614
2,0.78547,-0.49083,-0.068623,-0.62814,-0.75963,0.54762,-0.65437,-0.25119,0.48665,-0.22186
2,1.9582,-0.44997,-0.075093,-0.67019,0.24195,-0.2056,-0.097754,-0.29582,2.7926,0.08748
2,1.8779,-0.31843,-0.028568,-0.42749,1.4246,-0.41478,0.14466,0.027838,-0.27213,0.76805
2,1.1641,-0.38678,-0.13191,1.2652,2.108,0.14115,0.24997,-0.36444,0.34658,0.85099
2,3.1,-0.63593,-0.004187,-0.029379,-0.75058,0.3445,-0.188,-0.29692,2.6362,0.47962
2,1.442,-0.3063,-0.12583,2.7227,-0.53487,2.6222,0.18316,-0.36641,-0.52257,1.735
2,3.3372,-0.42445,-0.39864,-1.7259,-0.5111,0.3087,-0.16334,-0.29034,1.0066,1.3313
2,0.047008,-0.43551,-0.21504,-1.7624,-0.03511,-0.27373,0.43244,-0.26146,-1.2069,-0.16746
2,2.4286,0.23394,0.1573,1.7745,0.022807,-0.47016,1.3738,-0.34855,0.9936,0.97389
2,0.91214,-0.078215,0.077032,-2.2578,1.8005,0.4438,-0.045691,-0.33052,0.4951,-0.11584
2,-0.02696,-0.23176,0.035961,-2.1254,-0.12671,-0.20321,-0.4388,-0.066432,0.59388,0.27083
2,1.1486,-0.39466,-0.2815,-2.5759,-0.83706,0.074293,-0.10007,-0.19848,2.9697,0.004945
2,1.3209,-0.11001,-0.15312,-3.775,-0.69753,-0.22141,-0.30676,-0.079321,1.5916,2.379
2,-0.1413,-0.42477,-0.05603,-0.22763,-0.60261,0.51782,0.13676,-0.21445,1.0292,-0.31499
2,0.33558,-0.1937,-0.078307,-3.2358,0.95811,-0.081323,0.039516,-0.17166,-0.20329,-0.4405
2,2.6713,-0.4495,-0.052238,-1.3922,-0.99831,0.37408,0.18702,-0.37428,0.6176,0.35268
2,0.17367,-0.025795,0.056623,-2.1848,-0.58301,-0.33755,-0.61241,0.01564,1.0512,1.2596
2,1.6658,-0.39148,-0.14617,2.265,-0.79404,0.093417,1.4189,-0.3518,2.3863,-0.020192
2,1.8075,-0.03128,-0.0080972,-2.0396,0.71892,0.30323,-0.27186,-0.12194,0.049767,0.16467
2,0.63102,0.075225,-0.1834,-0.93997,-0.79456,0.61337,0.32529,-0.30487,1.6216,1.744
2,0.80449,-0.36709,0.032886,-1.2791,0.049386,-0.47417,0.67629,-0.21912,0.57425,0.11049
2,0.91062,-0.38795,0.04117,1.8717,1.276,0.97187,0.26032,-0.21681,0.79109,0.35292
2,1.3251,-0.20354,-0.099669,-1.5615,-0.039162,0.37701,0.14853,-0.24174,-0.28867,0.42864
2,0.77189,-0.49349,0.027385,1.1943,-0.020331,-0.80844,0.5186,-0.20212,0.52383,0.53455
2,-0.090909,-0.080486,-0.136,-2.6126,0.60568,-0.48518,0.22855,-0.14957,0.080489,-0.56255
2,1.5887,0.10566,0.38085,-0.22262,0.032171,0.44309,-1.4009,-0.21021,-0.98375,0.21236
2,0.66333,-0.35884,-0.15475,-1.4726,-0.80276,0.52644,0.40323,-0.20238,0.5796,-0.034786
2,0.70411,-0.12162,-0.027706,-2.2237,-0.48733,-0.26897,-0.082,0.008079,-0.53517,0.59874
2,-0.36057,-0.16071,-0.25372,-2.0986,0.60296,-0.12627,-0.22185,-0.13127,-0.51178,-0.52969
2,1.3577,-0.39654,0.3911,-0.14191,-0.71435,0.39757,-0.33866,-0.37088,2.1312,-0.27603
2,0.58184,-0.11706,-0.040387,-1.8297,-0.47601,-0.15513,0.18212,-0.17545,0.40257,0.51043
2,1.0722,-0.30835,-0.18681,1.7233,-0.38915,0.68754,0.32045,-0.35923,1.9825,0.25036
2,-0.38,-0.39674,0.18236,-2.6408,0.81213,-0.14249,0.61386,-0.19263,1.358,-0.79295
2,1.2889,-0.5378,0.088141,1.9269,-0.20343,1.441,-0.26548,-0.37308,3.4022,0.55363
2,0.6901,-0.55185,-0.27786,-1.9856,0.47089,0.13462,-0.67637,-0.40261,0.32098,0.12468
2,-0.38763,-0.56463,-0.059507,-0.47061,0.65454,-0.70883,0.93634,-0.32198,0.094627,0.20058
2,2.1435,-0.41415,-0.14916,-1.3334,0.018837,0.32019,-0.067112,-0.24537,1.3252,-0.067384
2,0.35606,-0.37863,-0.1815,-2.8082,0.51041,-0.47236,0.14629,-0.20103,0.36207,-0.32883
2,1.0539,-0.46571,-0.057358,0.78015,0.052487,0.20346,1.0917,-0.15924,1.7001,1.5221
2,-0.45294,0.037928,-0.24853,-1.8831,-0.045793,-0.32608,0.40902,-0.1194,0.37658,-0.46287
2,1.6329,-0.4849,-0.15603,-1.3351,-0.66553,-0.50542,0.12305,-0.28082,2.5352,0.17724
2,-0.81309,-0.509,0.63562,-1.4695,-0.41604,0.083816,1.2632,-0.32591,-0.32978,-0.38084
2,1.0428,-0.35359,-0.067496,0.95694,-0.33056,0.4154,-0.024657,-0.029975,0.47786,0.43053
2,1.3854,-0.42166,-0.13498,-0.30359,-0.1336,-0.035577,0.82508,-0.28944,-1.0508,0.43856
2,0.48073,-0.34673,-0.17202,-1.106,0.41611,-0.0097023,-0.37506,-0.33305,2.0708,-0.21281
2,-0.84081,-0.24918,0.22487,-1.9279,1.2056,-0.51624,-0.063655,-0.15328,-1.2588,-0.28481
2,2.4169,-0.22526,-0.22589,2.3042,-0.50033,0.2909,0.059969,-0.27035,2.1067,0.90926
2,0.74884,-0.014005,0.20078,-4.0166,-0.038752,0.1847,-0.25904,-0.056042,0.47017,0.48118
2,-0.72062,-0.43047,0.14897,-0.46241,0.2557,-0.69775,0.12203,-0.044441,-1.0834,-0.2214
2,-0.15579,-0.35821,-0.14025,-2.1275,-0.07207,0.33642,-0.13248,-0.11103,-0.95993,0.37225
2,1.8182,-0.73994,-0.13098,-1.0806,0.011215,0.025505,1.6984,-0.38734,-0.18104,-0.15946
2,1.0144,-0.39072,-0.079785,-1.1561,-0.010578,-0.28943,0.51192,-0.11698,0.1399,0.12838
2,-0.69294,-0.41465,0.18252,-1.5706,0.72678,0.21889,0.27657,-0.22018,-0.09518,-0.097989
2,0.44948,-0.16995,-0.16607,-2.0116,-0.40717,0.11992,1.0765,-0.44627,0.75366,0.30302
2,1.8863,-0.35552,-0.053101,-0.9625,-0.45264,-0.22089,-0.014105,-0.34508,2.3779,-0.17702
2,0.8276,-0.34499,0.018944,-2.142,-0.23152,0.19251,0.14054,-0.3547,-0.75177,1.6184
2,1.6429,-0.48365,-0.28039,-1.1318,-0.2106,0.46426,0.66533,-0.45495,1.6125,0.042147
2,0.17367,-0.24035,0.00058038,-2.0119,-0.32211,0.18006,0.13125,-0.31397,0.93455,-0.027265
2,-0.21208,-0.097686,-0.19993,-2.6837,0.46173,-0.88407,0.57698,-0.064821,-0.38922,-0.77324
2,0.81562,-0.38472,-0.014282,-2.569,-0.2347,0.32046,-0.45937,-0.23135,1.2517,-0.18777
2,0.24066,0.013761,-0.087682,-2.4699,0.047211,-0.50026,0.050705,-0.045221,0.0011052,-0.32097
2,0.80058,-0.48434,0.0077939,0.93037,0.46926,0.19205,0.22331,-0.33505,1.5782,0.90214
2,0.31498,-0.66685,-0.22323,-1.7533,0.30996,-0.48718,0.66844,-0.41181,1.7683,0.38151
2,0.096478,-0.1914,0.59643,-0.29954,1.0248,-0.26187,-0.47908,-0.23306,-1.616,0.14591
2,2.6576,-0.41682,-0.3119,0.73224,0.62889,0.21398,1.0154,-0.29448,1.9115,0.29179
2,1.4567,-0.47393,-0.12848,-1.9994,-0.51569,-0.43519,0.34641,-0.17325,1.7903,-0.36086
2,1.2579,0.084038,0.38706,0.56591,-0.88475,-0.43141,1.0852,-0.22917,-0.83718,-0.3037
2,0.99344,-0.38902,-0.25466,1.7451,-0.92575,-0.34231,0.70044,-0.31624,1.7737,0.33506
2,0.75349,-0.041951,0.34904,-1.5122,0.10952,-0.1571,0.26287,0.14807,-0.85187,-0.16817
2,1.7563,-0.28236,-0.3027,-0.88431,-0.47144,0.29909,0.21807,-0.38169,1.702,0.65637
2,0.090985,0.068537,-0.12134,-3.5204,-0.37363,-0.27536,0.02756,-0.10192,0.03561,0.2774
2,2.5082,-0.22117,-0.23732,1.3761,0.4453,-0.081683,0.40367,-0.38421,2.3416,0.16428
2,1.9508,-0.092261,-0.0035082,-0.19058,-0.64774,0.036472,0.23169,-0.0086579,2.7422,0.068607
2,0.45273,-0.40026,-0.068164,-1.0338,0.22859,-0.062242,0.30833,-0.2154,1.466,0.17032
2,1.6715,-0.039286,-0.078095,0.90864,-0.24601,-0.041063,0.24082,-0.2504,1.783,-0.15206
2,1.1521,-0.48814,-0.19149,-1.3966,-0.087156,0.13769,0.82659,-0.29355,1.0302,-0.077683
2,1.214,-0.53773,-0.043636,-1.0535,0.097057,-0.18224,-0.076143,-0.29877,1.7893,-0.26537
2,1.9112,-0.39437,-0.28136,-0.57158,-0.29393,0.04391,0.047025,-0.28071,1.1802,0.15341
2,2.0489,-0.44719,0.081331,0.07235,-0.745,-0.51043,0.2924,-0.11199,3.6927,0.18831
2,1.6474,0.14982,-0.22353,-0.95171,-0.47834,-0.73166,-0.044616,-0.13942,1.5129,-0.37321
2,1.214,-0.62481,-0.21664,-0.83388,0.24702,-0.26057,-0.12088,-0.40916,-0.75149,1.2287
2,1.3168,-0.43864,-0.094827,-0.33978,-0.25472,-0.37746,-0.32531,-0.24392,-0.3407,0.63065
2,0.60916,-0.14464,0.070154,-4.0075,0.36852,-0.46302,-0.03469,-0.043831,0.10367,0.070072
2,0.74785,-0.17626,0.27189,-0.98978,0.35088,0.19095,1.5789,0.095509,-0.81928,-0.32697
2,0.65638,-0.25799,0.012917,-0.71938,0.80834,-0.18862,-0.2834,-0.31111,0.82649,0.41035
2,2.2395,-0.041864,-0.060165,0.11702,0.42347,0.36408,0.054196,-0.11881,0.81263,0.0075153
2,1.4981,-0.46596,-0.25076,1.2257,-0.63828,0.025285,0.38924,-0.32615,-1.2027,0.14307
2,-0.33968,0.061974,-0.041069,-0.93648,-0.2923,-0.18367,-0.044679,-0.089653,-0.29492,0.64639
2,1.142,-0.14869,-0.1366,-0.66766,-0.073142,0.081989,0.47114,-0.25434,2.2996,0.16074
2,2.2323,-0.24029,-0.085344,-0.8598,-0.51838,0.1758,-0.16367,-0.13397,1.5746,0.44298
2,1.0717,-0.32528,-0.024718,-0.12123,-0.52222,0.47295,0.36737,-0.31571,2.0572,0.31758
2,0.62449,-0.20226,-0.085361,-2.2018,0.10395,-0.52303,0.33796,-0.1522,0.39932,-0.14451
2,0.76304,-0.21769,0.053255,-0.54842,-0.097567,-0.49497,0.1305,-0.26454,2.1309,-0.30024
2,2.1712,-0.3914,-0.00064633,0.53807,-0.7319,0.41161,0.22332,-0.22485,1.6529,0.65261
2,2.3369,-0.30732,-0.089785,-0.54878,-0.74091,-0.071893,0.441,-0.17705,1.8407,-0.71848
2,2.0503,-0.64039,-0.31283,0.029989,-0.85118,0.34685,0.69844,-0.45855,1.6822,0.91277
2,0.99256,-0.090587,0.24929,2.318,-0.75335,-0.68243,1.4001,-0.2623,-0.20403,0.41007
2,-0.94827,0.0055631,0.33947,-4.6043,0.51535,0.20983,-0.42067,-0.036796,0.059809,-1.0888
2,0.69433,-0.054523,0.031749,-0.46665,-0.36261,0.43045,0.35796,-0.39838,2.3905,0.49567
2,2.342,-0.12245,-0.23409,2.5509,-0.32004,-0.13279,0.82945,-0.29251,1.836,1.8744
2,-0.0584,-0.13951,-0.019773,-1.8369,-0.68684,-0.12991,0.39241,-0.17152,0.16693,-0.083009
2,-0.02055,-0.061306,-0.15432,-2.7255,-0.065615,-0.43097,-0.46755,-0.032916,0.73595,-0.56947
2,0.31703,-0.16089,-0.11568,-1.6904,-0.44782,0.073863,0.071682,-0.073017,1.2833,-0.40676
2,1.3058,-0.12228,0.11777,-1.7944,-0.23693,0.50019,-0.36863,-0.28633,0.33161,0.12641
2,1.7018,-0.40532,-0.13612,-0.62437,-0.60107,-0.19367,0.40712,-0.25352,1.0051,0.024032
2,0.69022,-0.27602,-0.0071952,-1.0595,0.99494,0.11311,0.26484,-0.25156,0.69713,0.90495
2,0.33981,-0.33125,0.23356,-0.76264,-0.35719,-0.38505,0.39178,-0.16749,1.5498,-0.060186
2,1.055,-0.50629,-0.33268,-0.83494,-0.22605,0.12117,0.14838,-0.30852,-0.35673,0.4234
2,3.2317,-0.37184,-0.17459,-0.92704,-0.25931,0.94249,1.4846,-0.49178,-0.099593,0.7396
2,1.0791,-0.58179,-0.32165,0.67827,-0.68723,1.0584,0.60559,-0.46344,0.96884,0.33918
2,2.2131,-0.28466,-0.16243,0.95767,-0.60523,0.33568,0.37976,-0.20426,2.8271,0.70182
2,0.5725,-0.30092,-0.045997,-2.1254,-0.36334,-0.20204,-0.13018,-0.11063,0.8535,-0.12601
2,0.61655,-0.054023,-0.12645,-0.6643,1.7736,-0.41634,1.1865,-0.21493,-0.72337,0.45591
2,0.56071,-0.5455,-0.078844,-0.84685,0.28271,0.60109,0.72143,-0.44142,0.2279,0.13441
2,0.21309,0.024746,0.0057759,-0.60053,-0.36741,-0.13332,-0.23152,-0.20463,1.3054,0.089058
2,2.0982,-0.28785,-0.00081028,0.11761,-0.71918,-0.13213,0.60747,-0.10137,0.18574,0.023143
2,0.8938,-0.36539,0.2634,-1.5558,1.863,0.32049,0.010204,-0.27332,-1.2312,0.17113
2,1.7135,0.041142,-0.0073612,-0.12505,-0.16382,-0.45262,0.32849,-0.26001,-1.3753,0.69225
2,1.0849,-0.43452,-0.21858,-1.4337,-0.25093,0.28194,0.50032,-0.20375,1.1397,-0.041914
2,0.36244,0.41118,-0.26151,-2.4111,0.58579,0.14743,0.92014,-0.3744,2.1494,1.3635
2,-0.31533,-0.33682,-0.019141,-1.611,0.6153,0.39992,0.20242,-0.18568,-0.83488,-0.40768
2,0.96575,-0.71072,-0.28257,1.6944,-1.2357,0.54316,1.5937,-0.58998,2.133,0.37158
2,-0.28015,-0.28879,-0.13646,-3.6593,0.40344,-0.45445,0.10321,-0.15805,-1.1846,-0.82863
2,1.1421,-0.21082,-0.27878,-1.8989,-0.16376,0.14574,0.46327,-0.36691,0.5773,-0.012265
2,-0.68997,-0.10435,-0.15906,-3.4975,-0.58924,0.077888,-0.21913,-0.11608,1.7896,0.37931
2,-0.8721,0.17213,-0.038246,-1.753,-0.50693,-0.26014,-0.059328,0.056142,-0.40212,0.97882
2,1.6377,-0.069918,0.054066,-1.492,-0.0020758,-0.88331,-0.56029,-0.10797,-0.75464,0.59801
2,-0.15284,-0.21704,-0.17074,-2.6534,-0.010863,-0.56391,0.28619,-0.20113,-1.2695,-0.50622
2,1.5214,-0.30171,-0.10632,0.33573,-0.52931,-0.0035792,0.30814,-0.25158,-0.51397,0.96915
2,1.8561,-0.22516,-0.078917,1.1874,-0.23467,0.57534,0.32404,-0.27022,1.8338,0.46865
2,-1.1774,-0.25044,-0.20784,-3.2103,0.38942,0.084448,-0.1824,-0.025427,-0.04575,-0.45845
2,1.4022,-0.1435,0.073784,-5.2086,0.58938,-0.078611,-0.29703,-0.14134,1.9406,-0.052352
2,0.98947,-0.49969,-0.089149,-2.4396,-0.40425,0.9873,0.080486,-0.32467,-0.68877,0.43066
2,-0.46481,-0.59089,0.10066,0.20375,0.12843,0.5446,0.38481,-0.075383,-0.92496,-0.52775
2,0.80111,-0.55555,-0.18571,-0.38654,0.0048833,0.63534,0.0046608,-0.17138,1.0079,-0.040722
2,2.1157,-0.35244,-0.080743,2.095,-0.058276,-0.02571,0.55494,-0.24322,1.3545,0.86594
2,-0.44921,-0.20097,-0.014249,-0.30008,0.12907,-0.41619,0.75058,-0.13203,-0.51131,0.22616
2,1.6016,0.055093,0.081788,1.6503,-2.6,-0.14669,1.0095,-0.12579,3.0592,0.80176
2,0.73882,-0.40346,-0.25362,-1.7138,-0.28662,-0.33265,0.22544,-0.20921,0.56594,-0.19074
2,1.5256,-0.32697,-0.063427,-2.7249,0.10392,-0.60069,0.2593,-0.076232,-0.060676,-0.28952
2,0.93371,-0.10439,-0.24415,-2.2475,-0.19346,0.050271,0.71746,-0.31831,0.38178,-0.37032
2,1.0775,-0.17007,-0.075556,-1.1615,-0.19389,0.43704,0.40775,-0.31501,0.82691,0.39163
2,2.0944,-0.38682,-0.11788,2.6752,-0.50362,1.2758,0.040492,-0.39211,0.74379,0.16208
2,-0.29316,-0.26508,-0.12835,-3.7792,0.39048,-0.59474,0.14206,-0.19439,0.33363,-0.3868
2,1.0778,-0.29839,-0.080425,2.2332,0.064691,0.77404,-0.056649,-0.24048,-0.50823,0.08714
2,0.5479,-0.56927,-0.13737,2.1236,0.12222,0.3113,0.52159,-0.083338,2.3054,0.87067
